original_path,original_lines,current_owner,decision,current_lines,direct_app_consumers,runtime_imports
app/lib/intelligence/ask-evidence.ts,411,app/lib/intelligence/ask-evidence.ts,retained; static dependency scan,411,app/lib/ai/ask-reasoning.ts;app/lib/ai/history-source-transport.ts;app/lib/furvise-output.ts;app/lib/intelligence/ask-evidence-presentation.ts;app/lib/intelligence/correction-report.ts;app/lib/intelligence/evidence-need-coverage.ts;app/lib/intelligence/generate-ask-history.ts;app/lib/intelligence/history-obligations.ts;app/lib/intelligence/history-retrieval.ts;app/lib/intelligence/inspect-ask-publication.ts;app/lib/intelligence/read-projection.ts;app/lib/intelligence/retrieve-context.ts;app/lib/intelligence/review-history-narrative.ts;app/lib/intelligence/run-intelligence.ts;app/lib/intelligence/source-note-recall.ts;app/lib/intelligence/validation/validate-answer.ts,app/lib/ai/owner-assertion.ts;app/lib/ai/text-segmentation.ts;app/lib/intelligence/correction-report.ts;app/lib/intelligence/evidence-need-coverage.ts;app/lib/intelligence/history-query-relevance.ts;app/lib/intelligence/history-synthesis.ts;app/lib/intelligence/source-note-recall.ts
app/lib/intelligence/ask-request-contract.ts,295,app/lib/intelligence/ask-request-contract.ts,retained; static dependency scan,295,app/lib/intelligence/interpret-ask.ts,app/lib/intelligence/conversation-read-anchor.ts;app/lib/intelligence/entities/recent-subject-state.ts;app/lib/intelligence/entities/resolve-turn-subject.ts;app/lib/intelligence/episode-reference-language.ts;app/lib/intelligence/evidence-needs.ts;app/lib/intelligence/history-dates.ts;app/lib/intelligence/history-limits.ts;app/lib/intelligence/read-projection.ts;app/lib/intelligence/semantic-frame/extract-frame.ts
app/lib/intelligence/build-context.ts,46,app/lib/intelligence/build-context.ts,retained; static dependency scan,46,app/lib/intelligence/retrieve-context.ts,
app/lib/intelligence/calculation-expression.ts,37,app/lib/intelligence/history-calculation.ts,consolidated,188,app/lib/intelligence/historical-read-response.ts;app/lib/intelligence/history-narrative-facts.ts;app/lib/intelligence/history-narrative.ts;app/lib/intelligence/read-projection.ts;app/lib/intelligence/review-history-narrative.ts;app/lib/intelligence/structured-history-json.ts,
app/lib/intelligence/care-authority-client.ts,13,app/lib/intelligence/care-authority-client.ts,retained; static dependency scan,13,app/api/ask/route.ts;app/api/ask/suggestions/[id]/route.ts;app/lib/ask-conversation-server.ts;app/lib/intelligence/persist-learnings.ts,
app/lib/intelligence/care-history-policy.ts,259,app/lib/intelligence/care-history-policy.ts,retained; static dependency scan,259,app/api/ask/route.ts;app/lib/ai/ask-orchestrator.ts;app/lib/ai/concern-engine.ts;app/lib/intelligence/memory-policy.ts;app/lib/intelligence/persist-learnings.ts;app/lib/intelligence/retrieve-context.ts;app/lib/intelligence/run-intelligence.ts;app/lib/intelligence/semantic-event-persistence.ts;app/lib/intelligence/semantic-events.ts;app/lib/today.ts;app/lib/vet-brief/builder.ts,app/lib/ai/concern-symptoms.ts;app/lib/ai/owner-assertion.ts;app/lib/ai/recovery-subject.ts
app/lib/intelligence/classify-message.ts,34,app/lib/intelligence/classify-message.ts,retained; static dependency scan,34,app/lib/intelligence/run-intelligence.ts,app/lib/ai/turn-classifier.ts
app/lib/intelligence/concepts/normalize-concept.ts,33,app/lib/intelligence/concept-matching.ts,consolidated,118,app/lib/intelligence/semantic-observability.ts;app/lib/intelligence/v2/concepts/normalize.ts;app/lib/intelligence/v2/governance/deduplicate.ts,
app/lib/intelligence/concepts/provisional-concepts.ts,40,app/lib/intelligence/concept-matching.ts,consolidated,118,app/lib/intelligence/semantic-observability.ts;app/lib/intelligence/v2/concepts/normalize.ts;app/lib/intelligence/v2/governance/deduplicate.ts,
app/lib/intelligence/concepts/retrieve-candidates.ts,48,app/lib/intelligence/concept-matching.ts,consolidated,118,app/lib/intelligence/semantic-observability.ts;app/lib/intelligence/v2/concepts/normalize.ts;app/lib/intelligence/v2/governance/deduplicate.ts,
app/lib/intelligence/concern-chronology.ts,46,app/lib/intelligence/concern-chronology.ts,retained; static dependency scan,46,app/components/care-timeline.tsx;app/lib/intelligence/safety-state.ts,
app/lib/intelligence/context-recovery.ts,32,app/lib/intelligence/context-recovery.ts,retained; static dependency scan,32,app/lib/intelligence/memory-sources.ts;app/lib/intelligence/retrieve-context.ts,
app/lib/intelligence/conversation-read-anchor.ts,67,app/lib/intelligence/conversation-read-anchor.ts,retained; static dependency scan,67,app/lib/intelligence/ask-request-contract.ts,app/lib/ai/owner-assertion.ts;app/lib/intelligence/entities/resolve-turn-subject.ts;app/lib/intelligence/history-dates.ts;app/lib/intelligence/history-limits.ts
app/lib/intelligence/conversation-scope.ts,18,app/lib/intelligence/conversation-scope.ts,retained; static dependency scan,18,app/lib/intelligence/generate-ask-history.ts;app/lib/intelligence/run-intelligence.ts,
app/lib/intelligence/correction-report.ts,26,app/lib/intelligence/correction-report.ts,retained; static dependency scan,26,app/lib/intelligence/ask-evidence.ts,
app/lib/intelligence/dated-correction-notes.ts,54,app/lib/intelligence/dated-correction-notes.ts,retained; static dependency scan,54,app/lib/intelligence/history-retrieval.ts,
app/lib/intelligence/entities/candidate-retrieval.ts,101,app/lib/intelligence/entity-matching.ts,consolidated,214,app/lib/intelligence/entities/recent-subject-state.ts;app/lib/intelligence/entities/resolve-turn-subject.ts;app/lib/intelligence/semantic-observability.ts;app/lib/intelligence/v2/governance/entities.ts;app/lib/intelligence/v2/governance/govern-turn.ts,
app/lib/intelligence/entities/policy.ts,39,app/lib/intelligence/entity-matching.ts,consolidated,214,app/lib/intelligence/entities/recent-subject-state.ts;app/lib/intelligence/entities/resolve-turn-subject.ts;app/lib/intelligence/semantic-observability.ts;app/lib/intelligence/v2/governance/entities.ts;app/lib/intelligence/v2/governance/govern-turn.ts,
app/lib/intelligence/entities/recent-subject-state.ts,267,app/lib/intelligence/entities/recent-subject-state.ts,retained; static dependency scan,267,app/lib/ai/recovery-subject.ts;app/lib/intelligence/ask-request-contract.ts;app/lib/intelligence/entities/resolve-turn-subject.ts;app/lib/intelligence/interpret-ask.ts,
app/lib/intelligence/entities/resolve-entities.ts,45,app/lib/intelligence/entity-matching.ts,consolidated,214,app/lib/intelligence/entities/recent-subject-state.ts;app/lib/intelligence/entities/resolve-turn-subject.ts;app/lib/intelligence/semantic-observability.ts;app/lib/intelligence/v2/governance/entities.ts;app/lib/intelligence/v2/governance/govern-turn.ts,
app/lib/intelligence/entities/resolve-references.ts,34,app/lib/intelligence/entity-matching.ts,consolidated,214,app/lib/intelligence/entities/recent-subject-state.ts;app/lib/intelligence/entities/resolve-turn-subject.ts;app/lib/intelligence/semantic-observability.ts;app/lib/intelligence/v2/governance/entities.ts;app/lib/intelligence/v2/governance/govern-turn.ts,
app/lib/intelligence/entities/resolve-turn-subject.ts,415,app/lib/intelligence/entities/resolve-turn-subject.ts,retained; static dependency scan,415,app/api/ask/route.ts;app/lib/intelligence/ask-request-contract.ts;app/lib/intelligence/conversation-read-anchor.ts,app/lib/intelligence/entities/recent-subject-state.ts;app/lib/intelligence/entity-matching.ts;app/lib/intelligence/episode-reference-language.ts;app/lib/intelligence/semantic-frame/ground-evidence.ts;app/lib/intelligence/semantic-frame/validate-evidence.ts
app/lib/intelligence/episode-contract.ts,75,app/lib/intelligence/episode-contract.ts,retained; static dependency scan,75,app/lib/intelligence/ask-evidence-presentation.ts;app/lib/intelligence/episode-history.ts;app/lib/intelligence/generate-ask-history.ts;app/lib/intelligence/inspect-ask-publication.ts;app/lib/intelligence/validation/validate-answer.ts,
app/lib/intelligence/episode-history.ts,282,app/lib/intelligence/episode-history.ts,retained; static dependency scan,282,app/api/ask/route.ts;app/lib/intelligence/generate-ask-history.ts,app/lib/ai/owner-assertion.ts;app/lib/intelligence/episode-contract.ts;app/lib/intelligence/episode-membership.ts;app/lib/intelligence/episode-reference-language.ts;app/lib/intelligence/history-access.ts;app/lib/intelligence/history-retrieval.ts;app/lib/intelligence/recorded-inventory.ts;app/lib/intelligence/recorded-provenance.ts
app/lib/intelligence/episode-membership.ts,58,app/lib/intelligence/episode-membership.ts,retained; static dependency scan,58,app/lib/intelligence/episode-history.ts;app/lib/intelligence/recorded-inventory.ts;app/lib/intelligence/recorded-provenance.ts,
app/lib/intelligence/episode-presentation.ts,20,app/lib/intelligence/episode-presentation.ts,retained; static dependency scan,20,app/lib/intelligence/retrieve-context.ts,
app/lib/intelligence/episode-reference-language.ts,14,app/lib/intelligence/episode-reference-language.ts,retained; static dependency scan,14,app/lib/intelligence/ask-request-contract.ts;app/lib/intelligence/entities/resolve-turn-subject.ts;app/lib/intelligence/episode-history.ts,
app/lib/intelligence/episodes/types.ts,5,app/lib/intelligence/episodes/types.ts,retained; static dependency scan,5,app/lib/ai/ask-reasoning.ts;app/lib/intelligence/pet-state/types.ts;app/lib/intelligence/recovery-governance.ts;app/lib/intelligence/retrieve-context.ts;app/lib/intelligence/semantic-events.ts;app/lib/intelligence/semantic-observability.ts;app/lib/intelligence/types.ts;app/lib/intelligence/v2/governance/govern-turn.ts,
app/lib/intelligence/evidence-need-coverage.ts,49,app/lib/intelligence/evidence-need-coverage.ts,retained; static dependency scan,49,app/api/ask/route.ts;app/lib/ai/ask-reasoning.ts;app/lib/intelligence/ask-evidence.ts;app/lib/intelligence/history-obligations.ts,app/lib/intelligence/history-dates.ts
app/lib/intelligence/evidence-need-window.ts,24,app/lib/intelligence/history-dates.ts,consolidated,130,app/lib/intelligence/ask-request-contract.ts;app/lib/intelligence/conversation-read-anchor.ts;app/lib/intelligence/evidence-need-coverage.ts;app/lib/intelligence/evidence-needs.ts;app/lib/intelligence/history-obligations.ts;app/lib/intelligence/history-read-strategies.ts;app/lib/intelligence/history-retrieval.ts,
app/lib/intelligence/evidence-needs.ts,43,app/lib/intelligence/evidence-needs.ts,retained; static dependency scan,43,app/api/ask/route.ts;app/lib/intelligence/ask-request-contract.ts;app/lib/intelligence/history-read-strategies.ts,app/lib/intelligence/history-dates.ts
app/lib/intelligence/explicit-history-dates.ts,39,app/lib/intelligence/history-dates.ts,consolidated,130,app/lib/intelligence/ask-request-contract.ts;app/lib/intelligence/conversation-read-anchor.ts;app/lib/intelligence/evidence-need-coverage.ts;app/lib/intelligence/evidence-needs.ts;app/lib/intelligence/history-obligations.ts;app/lib/intelligence/history-read-strategies.ts;app/lib/intelligence/history-retrieval.ts,
app/lib/intelligence/feature-failure.ts,24,app/lib/intelligence/feature-failure.ts,retained; static dependency scan,24,app/api/vet-briefs/draft/route.ts,
app/lib/intelligence/feature-modes.ts,66,app/lib/intelligence/feature-modes.ts,retained; static dependency scan,66,app/lib/intelligence/index.ts;app/lib/intelligence/retrieve-context.ts;app/lib/intelligence/run-feature-intelligence.ts,app/lib/intelligence/vet-brief.ts
app/lib/intelligence/generate-ask-history.ts,43,app/lib/intelligence/generate-ask-history.ts,retained; static dependency scan,43,app/api/ask/route.ts,app/lib/intelligence/ask-evidence-presentation.ts;app/lib/intelligence/ask-evidence.ts;app/lib/intelligence/conversation-scope.ts;app/lib/intelligence/episode-contract.ts;app/lib/intelligence/episode-history.ts;app/lib/intelligence/history-access.ts;app/lib/intelligence/history-retrieval.ts;app/lib/intelligence/run-intelligence.ts
app/lib/intelligence/governance/authorize-actions.ts,41,app/lib/intelligence/governance/authorize-actions.ts,retained; static dependency scan,41,app/lib/intelligence/governance/index.ts,
app/lib/intelligence/governance/index.ts,2,app/lib/intelligence/governance/index.ts,retained; static dependency scan,2,app/lib/intelligence/run-intelligence.ts,app/lib/intelligence/governance/authorize-actions.ts;app/lib/intelligence/governance/types.ts
app/lib/intelligence/governance/types.ts,6,app/lib/intelligence/governance/types.ts,retained; static dependency scan,6,app/lib/intelligence/governance/authorize-actions.ts;app/lib/intelligence/governance/index.ts,
app/lib/intelligence/historical-care-state.ts,10,app/lib/intelligence/historical-care-state.ts,retained; static dependency scan,10,app/lib/intelligence/review-history-narrative.ts,
app/lib/intelligence/historical-read-response.ts,121,app/lib/intelligence/historical-read-response.ts,retained; static dependency scan,121,app/lib/ai/ask-reasoning.ts;app/lib/intelligence/review-history-narrative.ts,app/lib/furvise-output.ts;app/lib/furvise-voice.ts;app/lib/intelligence/history-calculation.ts;app/lib/intelligence/history-limits.ts;app/lib/intelligence/history-narrative.ts;app/lib/intelligence/structured-history-json.ts
app/lib/intelligence/history-access.ts,62,app/lib/intelligence/history-access.ts,retained; static dependency scan,62,app/api/ask/route.ts;app/lib/intelligence/episode-history.ts;app/lib/intelligence/generate-ask-history.ts;app/lib/intelligence/history-retrieval.ts;app/lib/intelligence/retrieve-context.ts;app/lib/intelligence/run-intelligence.ts,
app/lib/intelligence/history-calculation.ts,119,app/lib/intelligence/history-calculation.ts,consolidated,188,app/lib/intelligence/historical-read-response.ts;app/lib/intelligence/history-narrative-facts.ts;app/lib/intelligence/history-narrative.ts;app/lib/intelligence/read-projection.ts;app/lib/intelligence/review-history-narrative.ts;app/lib/intelligence/structured-history-json.ts,
app/lib/intelligence/history-limits.ts,3,app/lib/intelligence/history-limits.ts,retained; static dependency scan,3,app/lib/intelligence/ask-request-contract.ts;app/lib/intelligence/conversation-read-anchor.ts;app/lib/intelligence/historical-read-response.ts;app/lib/intelligence/history-retrieval.ts;app/lib/intelligence/history-review-selection.ts,
app/lib/intelligence/history-narrative-facts.ts,144,app/lib/intelligence/history-narrative-facts.ts,retained; static dependency scan,144,app/lib/intelligence/review-history-narrative.ts,app/lib/furvise-output.ts;app/lib/intelligence/history-calculation.ts
app/lib/intelligence/history-narrative.ts,35,app/lib/intelligence/history-narrative.ts,retained; static dependency scan,35,app/lib/ai/ask-reasoning.ts;app/lib/intelligence/historical-read-response.ts;app/lib/intelligence/read-projection.ts;app/lib/intelligence/review-history-narrative.ts;app/lib/intelligence/structured-history-json.ts,app/lib/furvise-output.ts;app/lib/intelligence/history-calculation.ts
app/lib/intelligence/history-obligations.ts,52,app/lib/intelligence/history-obligations.ts,retained; static dependency scan,52,app/lib/intelligence/history-review-state.ts;app/lib/intelligence/review-history-narrative.ts;app/lib/intelligence/validation/validate-answer.ts,app/lib/intelligence/evidence-need-coverage.ts;app/lib/intelligence/history-dates.ts
app/lib/intelligence/history-query-relevance.ts,45,app/lib/intelligence/history-query-relevance.ts,retained; static dependency scan,45,app/lib/intelligence/ask-evidence.ts;app/lib/intelligence/history-retrieval.ts,
app/lib/intelligence/history-read-strategies.ts,45,app/lib/intelligence/history-read-strategies.ts,retained; static dependency scan,45,app/lib/intelligence/history-retrieval.ts,app/lib/intelligence/history-dates.ts
app/lib/intelligence/history-retrieval.ts,527,app/lib/intelligence/history-retrieval.ts,retained; static dependency scan,527,app/api/ask/route.ts;app/lib/intelligence/dated-correction-notes.ts;app/lib/intelligence/episode-contract.ts;app/lib/intelligence/episode-history.ts;app/lib/intelligence/episode-membership.ts;app/lib/intelligence/generate-ask-history.ts;app/lib/intelligence/interpret-ask.ts,app/lib/ai/owner-assertion.ts;app/lib/intelligence/ask-evidence.ts;app/lib/intelligence/dated-correction-notes.ts;app/lib/intelligence/history-access.ts;app/lib/intelligence/history-dates.ts;app/lib/intelligence/history-limits.ts;app/lib/intelligence/history-query-relevance.ts;app/lib/intelligence/history-read-strategies.ts;app/lib/intelligence/history-synthesis.ts;app/lib/intelligence/v2/projections/rebuild.ts
app/lib/intelligence/history-review-diagnostic.ts,9,app/lib/intelligence/history-review-state.ts,consolidated,24,app/lib/intelligence/review-history-narrative.ts;app/lib/intelligence/validation/validate-answer.ts,
app/lib/intelligence/history-review-receipt.ts,14,app/lib/intelligence/history-review-state.ts,consolidated,24,app/lib/intelligence/review-history-narrative.ts;app/lib/intelligence/validation/validate-answer.ts,
app/lib/intelligence/history-review-selection.ts,86,app/lib/intelligence/history-review-selection.ts,retained; static dependency scan,86,app/lib/intelligence/history-obligations.ts;app/lib/intelligence/review-history-narrative.ts,app/lib/intelligence/history-limits.ts
app/lib/intelligence/history-synthesis.ts,94,app/lib/intelligence/history-synthesis.ts,retained; static dependency scan,94,app/lib/intelligence/ask-evidence.ts;app/lib/intelligence/history-retrieval.ts,app/lib/ai/owner-assertion.ts;app/lib/ai/text-segmentation.ts
app/lib/intelligence/history-units.ts,30,app/lib/intelligence/history-calculation.ts,consolidated,188,app/lib/intelligence/historical-read-response.ts;app/lib/intelligence/history-narrative-facts.ts;app/lib/intelligence/history-narrative.ts;app/lib/intelligence/read-projection.ts;app/lib/intelligence/review-history-narrative.ts;app/lib/intelligence/structured-history-json.ts,
app/lib/intelligence/index.ts,18,app/lib/intelligence/index.ts,retained; static dependency scan,18,app/api/ask/route.ts;app/api/vet-briefs/draft/route.ts,app/lib/intelligence/feature-modes.ts;app/lib/intelligence/logging.ts;app/lib/intelligence/memory-policy.ts;app/lib/intelligence/persist-learnings.ts;app/lib/intelligence/product-safety.ts;app/lib/intelligence/response-rendering.ts;app/lib/intelligence/retrieve-context.ts;app/lib/intelligence/run-feature-intelligence.ts;app/lib/intelligence/run-intelligence.ts;app/lib/intelligence/safety-state.ts;app/lib/intelligence/semantic-observability.ts;app/lib/intelligence/vet-brief.ts
app/lib/intelligence/inspect-ask-publication.ts,19,app/lib/intelligence/inspect-ask-publication.ts,retained; static dependency scan,19,app/api/ask/route.ts,app/lib/answer-integrity.ts;app/lib/ask-conversation-server.ts;app/lib/ask.mjs;app/lib/intelligence/ask-evidence-presentation.ts
app/lib/intelligence/interpret-ask.ts,172,app/lib/intelligence/interpret-ask.ts,retained; static dependency scan,172,app/api/ask/route.ts;app/lib/intelligence/ask-request-contract.ts,app/lib/ai/ask-provider.ts;app/lib/ai/ask-reasoning.ts;app/lib/ai/execution-deadline.ts;app/lib/ai/owner-assertion.ts;app/lib/ai/usage-guard/errors.ts;app/lib/ai/usage-guard/provider-call-budget.ts;app/lib/intelligence/ask-request-contract.ts;app/lib/intelligence/entities/recent-subject-state.ts;app/lib/intelligence/semantic-frame/extract-frame.ts;app/lib/intelligence/semantic-frame/schema.ts
app/lib/intelligence/literal-history-window.ts,65,app/lib/intelligence/history-dates.ts,consolidated,130,app/lib/intelligence/ask-request-contract.ts;app/lib/intelligence/conversation-read-anchor.ts;app/lib/intelligence/evidence-need-coverage.ts;app/lib/intelligence/evidence-needs.ts;app/lib/intelligence/history-obligations.ts;app/lib/intelligence/history-read-strategies.ts;app/lib/intelligence/history-retrieval.ts,
app/lib/intelligence/logging.ts,13,app/lib/intelligence/logging.ts,retained; static dependency scan,13,app/lib/intelligence/index.ts;app/lib/intelligence/persist-learnings.ts;app/lib/intelligence/run-feature-intelligence.ts,app/lib/security/logging.ts
app/lib/intelligence/memory-freshness/calculate-memory-freshness.ts,18,app/lib/intelligence/memory-freshness.ts,consolidated,41,app/lib/intelligence/memory-sources.ts;app/lib/intelligence/run-intelligence.ts;app/lib/remembered-details.ts,app/lib/intelligence/memory-integrity.ts
app/lib/intelligence/memory-freshness/policy.ts,9,app/lib/intelligence/memory-freshness.ts,consolidated,41,app/lib/intelligence/memory-sources.ts;app/lib/intelligence/run-intelligence.ts;app/lib/remembered-details.ts,app/lib/intelligence/memory-integrity.ts
app/lib/intelligence/memory-freshness/select-fresh-memories.ts,16,app/lib/intelligence/memory-freshness.ts,consolidated,41,app/lib/intelligence/memory-sources.ts;app/lib/intelligence/run-intelligence.ts;app/lib/remembered-details.ts,app/lib/intelligence/memory-integrity.ts
app/lib/intelligence/memory-integrity.ts,472,app/lib/intelligence/memory-integrity.ts,retained; static dependency scan,472,app/api/legacy-memories/route.ts;app/api/memories/[id]/route.ts;app/api/vet-briefs/route.ts;app/lib/ai/context-builder.ts;app/lib/application-actions/executor.ts;app/lib/intelligence/memory-freshness.ts;app/lib/intelligence/memory-policy.ts;app/lib/intelligence/memory-sources.ts;app/lib/intelligence/memory-suggestion.ts;app/lib/intelligence/persist-learnings.ts;app/lib/intelligence/run-intelligence.ts;app/lib/intelligence/validation/validate-answer.ts;app/lib/pet-memory.ts;app/lib/remembered-details.ts,
app/lib/intelligence/memory-lifecycle/filter-conversation.ts,53,app/lib/intelligence/memory-lifecycle/filter-conversation.ts,retained; static dependency scan,53,app/lib/intelligence/memory-sources.ts;app/lib/intelligence/retrieve-context.ts,
app/lib/intelligence/memory-policy.ts,137,app/lib/intelligence/memory-policy.ts,retained; static dependency scan,137,app/lib/intelligence/index.ts;app/lib/intelligence/persist-learnings.ts;app/lib/intelligence/run-feature-intelligence.ts;app/lib/intelligence/run-intelligence.ts,app/lib/ai/concern-engine.ts;app/lib/ai/owner-assertion.ts;app/lib/ai/recovery-subject.ts;app/lib/ai/turn-classifier.ts;app/lib/application-actions/memory-scopes.ts;app/lib/intelligence/care-history-policy.ts;app/lib/intelligence/memory-integrity.ts;app/lib/intelligence/pet-identity-persistence-policy.ts
app/lib/intelligence/memory-sources.ts,45,app/lib/intelligence/memory-sources.ts,retained; static dependency scan,45,app/lib/intelligence/retrieve-context.ts,app/lib/intelligence/context-recovery.ts;app/lib/intelligence/memory-freshness.ts;app/lib/intelligence/memory-integrity.ts
app/lib/intelligence/memory-suggestion.ts,19,app/lib/intelligence/memory-suggestion.ts,retained; static dependency scan,19,app/api/ask/suggestions/[id]/route.ts,app/lib/intelligence/memory-integrity.ts
app/lib/intelligence/persist-learnings.ts,434,app/lib/intelligence/persist-learnings.ts,retained; static dependency scan,434,app/lib/intelligence/index.ts,app/lib/intelligence/care-authority-client.ts;app/lib/intelligence/care-history-policy.ts;app/lib/intelligence/logging.ts;app/lib/intelligence/memory-integrity.ts;app/lib/intelligence/memory-policy.ts;app/lib/intelligence/persistence-partition.ts;app/lib/intelligence/preference-semantics.ts;app/lib/intelligence/semantic-event-persistence.ts;app/lib/operations/admin-client.ts
app/lib/intelligence/persist-pending-suggestion.ts,131,app/lib/intelligence/persist-pending-suggestion.ts,retained; static dependency scan,131,app/api/ask/route.ts,app/lib/ai/concern-engine.ts
app/lib/intelligence/persistence-destination.ts,132,app/lib/intelligence/persistence-destination.ts,retained; static dependency scan,132,app/lib/intelligence/run-intelligence.ts;app/lib/intelligence/semantic-events.ts,
app/lib/intelligence/persistence-partition.ts,11,app/lib/intelligence/persistence-partition.ts,retained; static dependency scan,11,app/lib/intelligence/persist-learnings.ts,
app/lib/intelligence/pet-identity-persistence-policy.ts,11,app/lib/intelligence/pet-identity-persistence-policy.ts,retained; static dependency scan,11,app/lib/intelligence/memory-policy.ts;app/lib/intelligence/semantic-events.ts;app/lib/intelligence/v2/governance/govern-turn.ts,
app/lib/intelligence/pet-state/types.ts,8,app/lib/intelligence/pet-state/types.ts,retained; static dependency scan,8,app/lib/intelligence/retrieve-context.ts;app/lib/intelligence/types.ts,
app/lib/intelligence/preference-semantics.ts,148,app/lib/intelligence/preference-semantics.ts,retained; static dependency scan,148,app/lib/effective-history.ts;app/lib/intelligence/persist-learnings.ts;app/lib/intelligence/run-intelligence.ts;app/lib/remembered-details.ts,
app/lib/intelligence/product-safety.ts,32,app/lib/intelligence/product-safety.ts,retained; static dependency scan,32,app/lib/intelligence/index.ts,app/lib/intelligence/safety-state.ts
app/lib/intelligence/read-projection.ts,65,app/lib/intelligence/read-projection.ts,retained; static dependency scan,65,app/lib/ai/ask-reasoning.ts;app/lib/intelligence/ask-request-contract.ts,app/lib/intelligence/history-calculation.ts;app/lib/intelligence/history-narrative.ts
app/lib/intelligence/recorded-inventory.ts,71,app/lib/intelligence/recorded-inventory.ts,retained; static dependency scan,71,app/lib/intelligence/episode-history.ts,app/lib/intelligence/recorded-provenance.ts
app/lib/intelligence/recorded-provenance.ts,87,app/lib/intelligence/recorded-provenance.ts,retained; static dependency scan,87,app/lib/intelligence/episode-history.ts;app/lib/intelligence/recorded-inventory.ts;app/lib/intelligence/semantic-events.ts,app/lib/ai/concern-symptoms.ts;app/lib/ai/owner-assertion.ts;app/lib/ai/recovery-subject.ts
app/lib/intelligence/recovery-governance.ts,183,app/lib/intelligence/recovery-governance.ts,retained; static dependency scan,183,app/lib/ai/ask-reasoning.ts;app/lib/intelligence/semantic-events.ts;app/lib/intelligence/semantic-observability.ts;app/lib/intelligence/types.ts,app/lib/intelligence/semantic-frame/ground-evidence.ts
app/lib/intelligence/request-reference-context.ts,18,app/lib/intelligence/request-reference-context.ts,retained; static dependency scan,18,app/lib/ai/ask-reasoning.ts,
app/lib/intelligence/response-rendering.ts,14,app/lib/intelligence/response-rendering.ts,retained; static dependency scan,14,app/lib/intelligence/index.ts,
app/lib/intelligence/retrieve-context.ts,210,app/lib/intelligence/retrieve-context.ts,retained; static dependency scan,210,app/lib/intelligence/index.ts,app/lib/ai/context-builder.ts;app/lib/application-actions/contracts.ts;app/lib/ask-conversation-server.ts;app/lib/intelligence/ask-evidence.ts;app/lib/intelligence/build-context.ts;app/lib/intelligence/care-history-policy.ts;app/lib/intelligence/context-recovery.ts;app/lib/intelligence/episode-presentation.ts;app/lib/intelligence/feature-modes.ts;app/lib/intelligence/history-access.ts;app/lib/intelligence/memory-lifecycle/filter-conversation.ts;app/lib/intelligence/memory-sources.ts;app/lib/pet-lifecycle.ts
app/lib/intelligence/review-history-narrative.ts,299,app/lib/intelligence/review-history-narrative.ts,retained; static dependency scan,299,app/lib/intelligence/run-intelligence.ts,app/lib/ai/ask-provider.ts;app/lib/ai/ask-reasoning.ts;app/lib/ai/execution-deadline.ts;app/lib/ai/text-segmentation.ts;app/lib/ai/usage-guard/provider-call-budget.ts;app/lib/ask-publication.ts;app/lib/furvise-output.ts;app/lib/furvise-voice.ts;app/lib/intelligence/ask-evidence.ts;app/lib/intelligence/historical-care-state.ts;app/lib/intelligence/historical-read-response.ts;app/lib/intelligence/history-calculation.ts;app/lib/intelligence/history-narrative-facts.ts;app/lib/intelligence/history-narrative.ts;app/lib/intelligence/history-obligations.ts;app/lib/intelligence/history-review-selection.ts;app/lib/intelligence/history-review-state.ts
app/lib/intelligence/run-feature-intelligence.ts,141,app/lib/intelligence/run-feature-intelligence.ts,retained; static dependency scan,141,app/lib/intelligence/index.ts,app/lib/ai/ask-reasoning.ts;app/lib/ai/usage-guard/config.ts;app/lib/furvise-voice.ts;app/lib/intelligence/feature-modes.ts;app/lib/intelligence/logging.ts;app/lib/intelligence/memory-policy.ts;app/lib/intelligence/safety-state.ts;app/lib/intelligence/schemas.ts
app/lib/intelligence/run-intelligence.ts,446,app/lib/intelligence/run-intelligence.ts,retained; static dependency scan,446,app/lib/intelligence/generate-ask-history.ts;app/lib/intelligence/index.ts,app/lib/ai/ask-reasoning.ts;app/lib/ai/concern-engine.ts;app/lib/ai/pet-loss.ts;app/lib/ai/safety-temporal-scope.ts;app/lib/ai/usage-guard/config.ts;app/lib/ask-safety-context.ts;app/lib/intelligence/ask-evidence.ts;app/lib/intelligence/care-history-policy.ts;app/lib/intelligence/classify-message.ts;app/lib/intelligence/conversation-scope.ts;app/lib/intelligence/governance/index.ts;app/lib/intelligence/history-access.ts;app/lib/intelligence/memory-freshness.ts;app/lib/intelligence/memory-integrity.ts;app/lib/intelligence/memory-policy.ts;app/lib/intelligence/persistence-destination.ts;app/lib/intelligence/preference-semantics.ts;app/lib/intelligence/review-history-narrative.ts;app/lib/intelligence/safety-state.ts;app/lib/intelligence/semantic-events.ts;app/lib/intelligence/semantic-frame/extract-frame.ts;app/lib/intelligence/semantic-observability.ts;app/lib/intelligence/v2/governance/govern-turn.ts;app/lib/intelligence/v2/projections/legacy-memory.ts;app/lib/intelligence/validation/index.ts
app/lib/intelligence/safety-state.ts,103,app/lib/intelligence/safety-state.ts,retained; static dependency scan,103,app/lib/intelligence/index.ts;app/lib/intelligence/product-safety.ts;app/lib/intelligence/run-feature-intelligence.ts;app/lib/intelligence/run-intelligence.ts,app/lib/ai/concern-engine.ts;app/lib/ai/safety-temporal-scope.ts;app/lib/ai/turn-classifier.ts;app/lib/ask-safety-context.ts;app/lib/intelligence/concern-chronology.ts
