path,classification,current_path,area,decision,evidence,reason,inspection,baseline_sha256,current_sha256
app/lib/intelligence/v2/phase3/shadow-comparison.ts,DECISION NEEDED,app/lib/intelligence/v2/phase3/shadow-comparison.ts,Ask/intelligence/actions,D3,app/lib/intelligence/v2/phase3/runtime.ts,Optional environment/tenant-controlled rollout with real runtime callers; retirement changes supported rollout/recovery scope.,structural/content reference scan; retained conservatively,e5a139bbba07d9ac77cc710633d3fba98dcbd4327ec0d44a8b38e03b6e4c4b4d,e5a139bbba07d9ac77cc710633d3fba98dcbd4327ec0d44a8b38e03b6e4c4b4d
app/lib/intelligence/v2/projections/audit.ts,KEEP,app/lib/intelligence/v2/projections/audit.ts,Ask/intelligence/actions,,app/lib/intelligence/v2/index.ts; scripts/ask-v2-phase2-audit.mjs; tests/ask-v2-phase-2.test.mjs,"Direct import by scripts/ask-v2-phase2-audit.mjs: retained operator audit, independent of framework reachability.",structural/content reference scan; retained conservatively,99fe3a695c75bfb3cc06d9247bcf8801ccfbf62b64995435281fa8fb573320c2,99fe3a695c75bfb3cc06d9247bcf8801ccfbf62b64995435281fa8fb573320c2
app/lib/intelligence/v2/projections/contracts.ts,DECISION NEEDED,app/lib/intelligence/v2/projections/contracts.ts,Ask/intelligence/actions,D5,app/lib/intelligence/v2/index.ts; tests/ask-v2-canonical-claims.test.mjs,No traced framework/HTTP runtime path; test-only legacy model/helper or retained specification. Migrate meaningful coverage before deciding retirement.,structural/content reference scan; retained conservatively,17e8c4b9676a8bdff6cb5dc29e485ec13f4526e296f0c688a42a66c0cdcdab43,17e8c4b9676a8bdff6cb5dc29e485ec13f4526e296f0c688a42a66c0cdcdab43
app/lib/intelligence/v2/projections/legacy-memory.ts,KEEP,app/lib/intelligence/v2/projections/legacy-memory.ts,Ask/intelligence/actions,,app/lib/intelligence/run-intelligence.ts; tests/ask-correction-projection.test.mjs; tests/ask-v2-canonical-claims.test.mjs,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,32fe98c4aba4b15318a5385acbbfc849b134ccac00fe9f69a89d02ccdd051c1e,32fe98c4aba4b15318a5385acbbfc849b134ccac00fe9f69a89d02ccdd051c1e
app/lib/intelligence/v2/projections/rebuild.ts,KEEP,app/lib/intelligence/v2/projections/rebuild.ts,Ask/intelligence/actions,,app/lib/intelligence/history-retrieval.ts; app/lib/intelligence/v2/index.ts; app/lib/intelligence/v2/phase3/runtime.ts; app/lib/intelligence/v2/phase3/shadow-comparison.ts; app/lib/intelligence/v2/projections/audit.ts; docs/ask-lifetime-history-stage-2-report.md,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,8e381ed083c61639d287aa295884782ea6ced2d5609801bf7270c9623c887721,8e381ed083c61639d287aa295884782ea6ced2d5609801bf7270c9623c887721
app/lib/intelligence/v2/types.ts,KEEP,app/lib/intelligence/v2/types.ts,Ask/intelligence/actions,,app/lib/intelligence/run-intelligence.ts; app/lib/intelligence/semantic-frame/recover-owner-preference.ts; app/lib/intelligence/semantic-observability.ts; app/lib/intelligence/v2/concepts/normalize.ts; app/lib/intelligence/v2/concepts/registry-policy.ts; app/lib/intelligence/v2/governance/deduplicate.ts,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,3b65e0f3ce7489f6982fab9c6a8a3a95296b4c39477cc6d85060ed6b479e69a8,3b65e0f3ce7489f6982fab9c6a8a3a95296b4c39477cc6d85060ed6b479e69a8
app/lib/intelligence/validation/index.ts,KEEP,app/lib/intelligence/validation/index.ts,Ask/intelligence/actions,,app/lib/intelligence/run-intelligence.ts,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,07293716b1798431fe59197caaea5b6697f745b223c58a59b247f03fd87f7d9f,07293716b1798431fe59197caaea5b6697f745b223c58a59b247f03fd87f7d9f
app/lib/intelligence/validation/validate-answer.ts,KEEP,app/lib/intelligence/validation/validate-answer.ts,Ask/intelligence/actions,,app/lib/intelligence/validation/index.ts; docs/ask-evidence-contract-stage-1.md; docs/ask-lifetime-history-stage-2-report.md; docs/ask-resolution-status-grounding.md; docs/ask-runner-gap-classification.md; docs/ask-runner-gap-review.md,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,1c02bf2f7b91f5b0179ad45a4a61e5b884937b0334ce0d1aa3e2517da5e6ecdb,1c02bf2f7b91f5b0179ad45a4a61e5b884937b0334ce0d1aa3e2517da5e6ecdb
app/lib/intelligence/vet-brief.ts,KEEP,app/lib/intelligence/vet-brief.ts,Vet Brief,,app/lib/intelligence/feature-modes.ts; app/lib/intelligence/index.ts; scripts/audits/feature-provider-compatibility.cases.mjs; tests/intelligence-phase-2.test.mjs,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,66f7e0b8267f65fee14655fdfc0690c47f04078b4df957e8de4ec25485478c08,66f7e0b8267f65fee14655fdfc0690c47f04078b4df957e8de4ec25485478c08
app/lib/intelligence/weight-comparison.ts,KEEP,app/lib/intelligence/weight-comparison.ts,Ask/intelligence/actions,,app/lib/intelligence/ask-evidence.ts; app/lib/intelligence/review-history-narrative.ts; scripts/audits/ask-weight-comparison.cases.mjs,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,4ac4324c26db017c782bbe17b776b1be5acec4e6f3b8df66d42608d29de05d4f,4ac4324c26db017c782bbe17b776b1be5acec4e6f3b8df66d42608d29de05d4f
app/lib/intelligence/within-note-count.ts,KEEP,app/lib/intelligence/within-note-count.ts,Ask/intelligence/actions,,app/lib/intelligence/ask-evidence.ts; app/lib/intelligence/review-history-narrative.ts; scripts/audits/ask-ten-year-history.cases.mjs,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,25d4ea1b14c75c4b17718211915b516abcd343be2923e74b51ec0788a3bf9ef9,25d4ea1b14c75c4b17718211915b516abcd343be2923e74b51ec0788a3bf9ef9
app/lib/local-pet-media.ts,KEEP,app/lib/local-pet-media.ts,Pet profiles,,app/components/local-photo.tsx; app/lib/pet-delete-client-state.ts; tests/product-flow-overhaul.test.mjs,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,0eb7f5dc2458d6e3c5199e2ead52f9293431bdd1584eb0e1ba82f151ba2ef42e,0eb7f5dc2458d6e3c5199e2ead52f9293431bdd1584eb0e1ba82f151ba2ef42e
app/lib/navigation/app-data-freshness.ts,KEEP,app/lib/navigation/app-data-freshness.ts,Shared UI/framework/configuration,,app/ask/page.tsx; app/components/care-log-workspace.tsx; app/components/history-archive.tsx; app/dogs/[id]/edit/page.tsx; app/dogs/[id]/memories/page.tsx; app/pets/[id]/page.tsx,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,4b93df99f1b9e1c7ac71b9eb0184edfb9d380a79116f63e8db26637a6b9591fa,4b93df99f1b9e1c7ac71b9eb0184edfb9d380a79116f63e8db26637a6b9591fa
app/lib/navigation/ask-composer-focus.tsx,KEEP,app/lib/navigation/ask-composer-focus.tsx,Ask/intelligence/actions,,app/ask/page.tsx; app/components/app-header.tsx; app/layout.tsx,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,a22e46fdd3ee03e9d725d235fc7aef1decd638f4310f3a80f1e7631d582a5ff4,a22e46fdd3ee03e9d725d235fc7aef1decd638f4310f3a80f1e7631d582a5ff4
app/lib/navigation/ask-request-activity.ts,KEEP,app/lib/navigation/ask-request-activity.ts,Ask/intelligence/actions,,app/ask/page.tsx; app/components/app-header.tsx; tests/ask-inflight-navigation.test.mjs,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,84ac93611a9336ab25372a1e38ba16eb8847aeff0e2f55fdbf442d4f487f9e76,84ac93611a9336ab25372a1e38ba16eb8847aeff0e2f55fdbf442d4f487f9e76
app/lib/navigation/mobile-navigation.ts,KEEP,app/lib/navigation/mobile-navigation.ts,Shared UI/framework/configuration,,app/components/app-header.tsx; app/components/authenticated-app-chrome.tsx; app/components/homepage-client.tsx; docs/ask-live-memory-review-full.txt; tests/account-security-password-change.test.mjs; tests/account-system-final-v1.test.mjs,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,8c3787a77dd5d0d2f24afc53cf91d3debf6662769c9a95c45c6d2b31cec43a71,8c3787a77dd5d0d2f24afc53cf91d3debf6662769c9a95c45c6d2b31cec43a71
app/lib/navigation/safe-back.ts,REMOVE,,Shared UI/framework/configuration,,full tracked-file AST/reference scan; inspect class/function and dispatch evidence in README,canUseSameSiteNavigationHistory has no reference/import or discovery entry.,source-reviewed removal/consolidation,5e0e5e85bef4a909e5a045ec775a2009217261a30c8ae8ee229e9e6236b2b253,
app/lib/navigation/use-mobile-liquid-glass.ts,KEEP,app/lib/navigation/use-mobile-liquid-glass.ts,Shared UI/framework/configuration,,app/components/app-header.tsx; tests/header-logo-glass-polish.test.mjs; tests/liquidglass-runtime-integration.test.mjs; tests/mobile-navigation-interaction.test.mjs; tests/mobile-performance-optimization.test.mjs,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,29ac63bd99a7176cb507c518059e93b57160c6faf6f89edadd073b092ea50321,29ac63bd99a7176cb507c518059e93b57160c6faf6f89edadd073b092ea50321
app/lib/onboarding-drafts.ts,KEEP,app/lib/onboarding-drafts.ts,Pet onboarding,,app/lib/pet-delete-client-state.ts; app/lib/sign-out.ts; app/onboarding/onboarding-surface.tsx; app/onboarding/page.tsx; app/onboarding/weight-warning.ts; docs/ask-live-memory-review-full.txt,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,3b5fe69fdd09f663e337e2d01b277efc6d272b7fda681c4e885378566e43dbff,3b5fe69fdd09f663e337e2d01b277efc6d272b7fda681c4e885378566e43dbff
app/lib/operations/admin-client.ts,KEEP,app/lib/operations/admin-client.ts,Shared UI/framework/configuration,,app/api/account/delete/route.ts; app/api/account/entitlements/route.ts; app/api/account/export/route.ts; app/api/billing/checkout/route.ts; app/api/billing/portal/route.ts; app/api/billing/webhook/route.ts,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,2ae5c30ec32aa8352a76998e3b0d37b692ce192d32e6f75c6d27274f9e8397c3,2ae5c30ec32aa8352a76998e3b0d37b692ce192d32e6f75c6d27274f9e8397c3
app/lib/operations/events/index.ts,KEEP,app/lib/operations/events/index.ts,Shared UI/framework/configuration,,app/api/account/delete/route.ts; app/api/account/export/route.ts; app/api/ask/actions/[messageId]/route.ts; app/api/ask/route.ts; app/api/billing/webhook/route.ts; app/api/readiness/route.ts,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,163f3261d09cbd6c3bb26e62fd18ef04101efb9ac3ba3e108b2c9373b047d729,163f3261d09cbd6c3bb26e62fd18ef04101efb9ac3ba3e108b2c9373b047d729
app/lib/operations/events/logger.ts,KEEP,app/lib/operations/events/logger.ts,Shared UI/framework/configuration,,app/api/account/change-password/route.ts; app/api/auth/update-password/route.ts; app/auth/callback/route.ts; app/lib/operations/events/index.ts; tests/account-security-password-change.test.mjs; tests/launch-hardening-p1.test.mjs,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,085ec4cf016697417cc7117602226a8c5a29be374ff48713a922335b4e2dc39d,085ec4cf016697417cc7117602226a8c5a29be374ff48713a922335b4e2dc39d
app/lib/operations/events/metrics.ts,KEEP,app/lib/operations/events/metrics.ts,Shared UI/framework/configuration,,app/lib/operations/events/index.ts; app/lib/operations/events/logger.ts; tests/security-phase-s2h.test.mjs,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,d7f4f63c65186fb0b904f10a2713d3cb6913b4765de79d98158df334052d22b8,d7f4f63c65186fb0b904f10a2713d3cb6913b4765de79d98158df334052d22b8
app/lib/operations/events/redaction.ts,KEEP,app/lib/operations/events/redaction.ts,Shared UI/framework/configuration,,app/lib/operations/events/index.ts; app/lib/operations/events/logger.ts; docs/ask-live-memory-review-full.txt; tests/security-phase-s2h.test.mjs,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,488dbe60efdaa1f558ae0e32260009c9a1cc38c7f22e2b444c074f06494ce31f,488dbe60efdaa1f558ae0e32260009c9a1cc38c7f22e2b444c074f06494ce31f
app/lib/operations/events/types.ts,KEEP,app/lib/operations/events/types.ts,Shared UI/framework/configuration,,app/lib/ai/usage-guard/classification.ts; app/lib/operations/events/index.ts; app/lib/operations/events/logger.ts; app/lib/operations/events/metrics.ts,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,29a018f74efdded3973f4b2a13a8baed0d20cd6f72773a7d88405d1ea06b03a6,29a018f74efdded3973f4b2a13a8baed0d20cd6f72773a7d88405d1ea06b03a6
app/lib/operations/production-config.ts,KEEP,app/lib/operations/production-config.ts,Products/catalogue,,app/api/readiness/route.ts; tests/launch-hardening-p1.test.mjs; tests/security-phase-s2h.test.mjs,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,5db2b7db9af130a62af95fa986312c2e2794bb12225c1787af79142218698a55,5db2b7db9af130a62af95fa986312c2e2794bb12225c1787af79142218698a55
app/lib/operations/readiness.ts,KEEP,app/lib/operations/readiness.ts,Shared UI/framework/configuration,,app/api/readiness/route.ts; docs/ask-live-memory-review-full.txt; tests/ask-conversation-authority-lock.test.mjs; tests/billing-checkout-single-flight.test.mjs; tests/billing-payment-recovery.test.mjs; tests/launch-hardening-p1.test.mjs,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,e64ca811dd6d7e9dcb013569167147b175152d35f93696c9498beab5038dbb35,e64ca811dd6d7e9dcb013569167147b175152d35f93696c9498beab5038dbb35
app/lib/operations/sentry-privacy.ts,KEEP,app/lib/operations/sentry-privacy.ts,Shared UI/framework/configuration,,instrumentation-client.ts; sentry.edge.config.ts; sentry.server.config.ts; tests/password-recovery-prefetch.test.mjs; tests/sentry-integration.test.mjs,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,8375722b8179c7ca47963faa931b49129df5442c19ef0b6207c3dc78ad02b589,8375722b8179c7ca47963faa931b49129df5442c19ef0b6207c3dc78ad02b589
app/lib/operations/support-reference.ts,KEEP,app/lib/operations/support-reference.ts,Shared UI/framework/configuration,,app/api/account/delete/route.ts; app/api/account/export/route.ts; tests/security-phase-s2h.test.mjs,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,2e14e5eee8a5ddd84b0ac44137fe71c097b7cd0e405dfc58a3b421d04494c924,2e14e5eee8a5ddd84b0ac44137fe71c097b7cd0e405dfc58a3b421d04494c924
app/lib/operations/user-data-export.ts,KEEP,app/lib/operations/user-data-export.ts,Shared UI/framework/configuration,,app/api/account/export/route.ts; tests/pet-lifecycle-migration-v1.test.mjs; tests/security-phase-s2h.test.mjs,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,7f3f7864b85eda641e2a64ff7757b3eea172f6003bc69f78c3bfbe1c35f7b407,7f3f7864b85eda641e2a64ff7757b3eea172f6003bc69f78c3bfbe1c35f7b407
app/lib/password-capability.ts,KEEP,app/lib/password-capability.ts,Identity/security/data access,,app/api/account/change-password/route.ts; app/api/auth/update-password/route.ts; app/settings/security/page.tsx; docs/ask-live-memory-review-full.txt; tests/password-capability-state.test.mjs,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,61415a56f24ba8d24429049db01b0d6ab8d522538b849f141ff61ebdf56df5fb,61415a56f24ba8d24429049db01b0d6ab8d522538b849f141ff61ebdf56df5fb
app/lib/pet-delete-client-state.ts,KEEP,app/lib/pet-delete-client-state.ts,Pet profiles,,app/dogs/[id]/edit/page.tsx; tests/pet-history-delete-controls.test.mjs,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,bef37d112413b9688f13dc06a2285847452a877d4d2a79b41942b4d14c202d56,bef37d112413b9688f13dc06a2285847452a877d4d2a79b41942b4d14c202d56
app/lib/pet-lifecycle.ts,KEEP,app/lib/pet-lifecycle.ts,Pet profiles,,app/api/ask/route.ts; app/api/shop/catalog/route.ts; app/ask/page.tsx; app/components/care-log-workspace.tsx; app/components/homepage-client.tsx; app/lib/intelligence/retrieve-context.ts,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,fbc2e0db23ad3b66cbc2bf5476a994b438fca8a19b8755c5e7af0d3459b0d9d8,fbc2e0db23ad3b66cbc2bf5476a994b438fca8a19b8755c5e7af0d3459b0d9d8
app/lib/pet-limit.ts,KEEP,app/lib/pet-limit.ts,Pet profiles,,app/components/pet-limit-screen.tsx; app/onboarding/page.tsx; tests/account-entitlements.test.mjs,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,35fd4657101fab693b49bf813d00a832e46d1e1efe1c4f94ae01f0feb26297ec,35fd4657101fab693b49bf813d00a832e46d1e1efe1c4f94ae01f0feb26297ec
app/lib/pet-memory.ts,KEEP,app/lib/pet-memory.ts,Care history/memory,,app/api/ask/route.ts; app/api/shop/catalog/route.ts; app/api/shop/explain-product-fit/route.ts; app/api/shop/interpret-query/route.ts; app/api/shop/product-question/route.ts; app/lib/ai/ask-furvise.ts,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,6b64a6057e5aefdd3cd370c3e8596af587568cb6304a838604c46e118a8257f9,6b64a6057e5aefdd3cd370c3e8596af587568cb6304a838604c46e118a8257f9
app/lib/pet-profile-api-server.ts,KEEP,app/lib/pet-profile-api-server.ts,Pet profiles,,app/api/pets/[id]/route.ts; app/api/pets/route.ts; docs/ask-live-memory-review-full.txt; tests/account-entitlements.test.mjs; tests/pet-profile-save-regression.test.mjs; tests/security-phase-s2b.test.mjs,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,16fab00e2d7e9578fbe9eacc7c40e5ed27e40f44d28fdb9575edd64ff6dbceb3,16fab00e2d7e9578fbe9eacc7c40e5ed27e40f44d28fdb9575edd64ff6dbceb3
app/lib/pet-profile-draft.ts,KEEP,app/lib/pet-profile-draft.ts,Pet profiles,,app/dogs/[id]/edit/page.tsx; tests/onboarding-profile-legal-consistency.test.mjs,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,dabb42b83b253c33b32be6b5628b50b1e8512774715f07ea2bef9a9df64ac9e3,dabb42b83b253c33b32be6b5628b50b1e8512774715f07ea2bef9a9df64ac9e3
app/lib/pet-profile-file.ts,KEEP,app/lib/pet-profile-file.ts,Pet profiles,,app/pets/[id]/page.tsx; docs/ask-live-memory-review-full.txt; tests/pet-profile-v2-file.test.mjs,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,ae2594f17aee60716f40cea7a18ba3c835cd2a296a57eb81fa3c9313402eaf55,ae2594f17aee60716f40cea7a18ba3c835cd2a296a57eb81fa3c9313402eaf55
app/lib/pet-profile-save-validation.ts,KEEP,app/lib/pet-profile-save-validation.ts,Pet profiles,,app/lib/pet-profile-api-server.ts; tests/onboarding-activation-v2.test.mjs,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,973629d28152f3aed15718d646ba2527c97272062952cafd335e064ba262d592,973629d28152f3aed15718d646ba2527c97272062952cafd335e064ba262d592
app/lib/pet-profile.ts,DECISION NEEDED,app/lib/pet-profile.ts,Pet profiles,D5,docs/ask-live-memory-review-full.txt; tests/pet-profile-history-ux.test.mjs; tests/pet-profile-overview.test.mjs; tmp/current-462-output.txt,No traced framework/HTTP runtime path; test-only legacy model/helper or retained specification. Migrate meaningful coverage before deciding retirement.,structural/content reference scan; retained conservatively,1919dbfe042fb0e63a02f38d264a5d27fdc975c0437bb31c950f603742a6cde2,1919dbfe042fb0e63a02f38d264a5d27fdc975c0437bb31c950f603742a6cde2
app/lib/pets-directory.ts,KEEP,app/lib/pets-directory.ts,Pet profiles,,app/pets/[id]/page.tsx; app/pets/page.tsx; docs/ask-live-memory-review-full.txt; tests/pets-v2-directory.test.mjs,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,83e6c154a33ff54b208e016b4fa2d33dad10042d66605f263ec7595c2a7cf719,83e6c154a33ff54b208e016b4fa2d33dad10042d66605f263ec7595c2a7cf719
app/lib/petwise,KEEP,app/lib/petwise,Pet profiles,,test/petwise-format-pet-display-name.test.mjs; tests/pet-profile-save-regression.test.mjs,Extensionless Node module bridge re-exporting canonical TypeScript. Preserve Node test resolution as well as bundler imports.,structural/content reference scan; retained conservatively,39f5cf9f6427518e30613b404a3e4c56ab1814f1443140da4d29cf8b590a92ad,39f5cf9f6427518e30613b404a3e4c56ab1814f1443140da4d29cf8b590a92ad
app/lib/petwise.ts,KEEP,app/lib/petwise.ts,Pet profiles,,app/api/shop/explain-product-fit/route.ts; app/api/shop/product-question/route.ts; app/ask/page.tsx; app/components/care-entry-form.tsx; app/components/care-log-workspace.tsx; app/components/history-archive.tsx,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,0d377e172f2f07e1b0e96d05d01d8436d4dac19653693d90898e31cd4421c9ff,0d377e172f2f07e1b0e96d05d01d8436d4dac19653693d90898e31cd4421c9ff
app/lib/plain-table.ts,KEEP,app/lib/plain-table.ts,Shared UI/framework/configuration,,app/components/ask-answer-text.tsx; app/lib/intelligence/historical-read-response.ts; app/lib/intelligence/history-narrative.ts; app/lib/intelligence/history-presentation.ts; app/lib/intelligence/review-history-narrative.ts; scripts/audits/ask-presentation.cases.mjs,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,7d73ea06415e515995d78d2481eb01e5cc167f33be400e6f9e5e4d029adc1e18,7d73ea06415e515995d78d2481eb01e5cc167f33be400e6f9e5e4d029adc1e18
app/lib/product-providers,KEEP,app/lib/product-providers,Products/catalogue,,repository/CI/operator/evidence entry; see feature inventory,Extensionless Node module bridge re-exporting canonical TypeScript. Preserve Node test resolution as well as bundler imports.,structural/content reference scan; retained conservatively,e3c10278c304a696400a069fc87347f2726bdc77638fe697fadaf5ce9faee334,e3c10278c304a696400a069fc87347f2726bdc77638fe697fadaf5ce9faee334
app/lib/product-providers.ts,DECISION NEEDED,app/lib/product-providers.ts,Products/catalogue,D1,app/api/shop/catalog/route.ts; app/api/shop/explain-product-fit/route.ts; app/api/shop/interpret-query/route.ts; app/api/shop/product-question/route.ts; app/lib/catalog/compatibility.ts; app/lib/product-providers,"Products UI is coming-soon, while backend/search/filtering remains. Preserve pending explicit launch-scope decision.",structural/content reference scan; retained conservatively,983bd15e83ccbad2ebe7047e8c600897f3d80f2fa39379f9d39b7358f7233b34,983bd15e83ccbad2ebe7047e8c600897f3d80f2fa39379f9d39b7358f7233b34
app/lib/products/static-products,KEEP,app/lib/products/static-products,Products/catalogue,,repository/CI/operator/evidence entry; see feature inventory,Extensionless Node module bridge re-exporting canonical TypeScript. Preserve Node test resolution as well as bundler imports.,structural/content reference scan; retained conservatively,1dcdc873b79e21e45e9dc2f5b2efe4d0a45b869cfe03bf7dc5633c6f29b92154,1dcdc873b79e21e45e9dc2f5b2efe4d0a45b869cfe03bf7dc5633c6f29b92154
app/lib/products/static-products.ts,KEEP,app/lib/products/static-products.ts,Products/catalogue,,app/lib/catalog/compatibility.ts; app/lib/catalog/seed.ts; app/lib/petwise.ts; app/lib/product-providers.ts; app/lib/products/static-products; app/lib/shop.ts,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,3d80d27d918ac753d2c2f4e0946f7d61668986c4801f18267da1529e36b6197a,3d80d27d918ac753d2c2f4e0946f7d61668986c4801f18267da1529e36b6197a
app/lib/profile-completeness,KEEP,app/lib/profile-completeness,Pet profiles,,repository/CI/operator/evidence entry; see feature inventory,Extensionless Node module bridge re-exporting canonical TypeScript. Preserve Node test resolution as well as bundler imports.,structural/content reference scan; retained conservatively,2b768edc147306c8ddae775568a5299056c78d4bc65a2cb5dd9d7b16a95141ee,2b768edc147306c8ddae775568a5299056c78d4bc65a2cb5dd9d7b16a95141ee
app/lib/profile-completeness.ts,KEEP,app/lib/profile-completeness.ts,Pet profiles,,app/lib/dashboard.ts; app/lib/finish-profile.ts; app/lib/pet-profile.ts; app/lib/profile-completeness; app/onboarding/summary.ts; docs/ask-live-memory-review-full.txt,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,abb85f29c23ebd7145045eaefee999e24fa710b7f12324fbc6af6fe57a61f8d2,abb85f29c23ebd7145045eaefee999e24fa710b7f12324fbc6af6fe57a61f8d2
app/lib/remembered-details.ts,KEEP,app/lib/remembered-details.ts,Care history/memory,,app/dogs/[id]/memories/page.tsx; docs/ask-live-memory-review-full.txt; tests/ask-correction-projection.test.mjs; tests/ask-memory-integrity-p0.test.mjs; tests/remembered-details-canonical.test.mjs,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,cdc98000b3b01414d7f3df9dcccc4b992c32c5208ecaf1c76d5f64f277bd984d,cdc98000b3b01414d7f3df9dcccc4b992c32c5208ecaf1c76d5f64f277bd984d
app/lib/safety-copy.ts,KEEP,app/lib/safety-copy.ts,Shared UI/framework/configuration,,app/api/ask/route.ts; app/lib/ai/ask-furvise.ts; app/lib/pet-memory.ts; app/results/page.tsx,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,3571a95b81b1bae4451aec7f0114ae4d46e1c0dddc238cba97c7fa2ab440932f,3571a95b81b1bae4451aec7f0114ae4d46e1c0dddc238cba97c7fa2ab440932f
app/lib/security/account-password-change.mjs,KEEP,app/lib/security/account-password-change.mjs,Identity/security/data access,,app/api/account/change-password/route.ts; tests/account-security-password-change.test.mjs,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,d88c032bd091868c23fd6cb4a5c592099f5d5c9fba9b98dba70e27ba732c3db1,d88c032bd091868c23fd6cb4a5c592099f5d5c9fba9b98dba70e27ba732c3db1
